"ASIN (from original spreadsheet)","URL (from original spreadsheet)","Title","Body","Rating","Review Date","Reviewer Name","Product Description","About this Product"
"B00013YZZC","https://www.amazon.com/Sweetleaf-Stevia-Clear-Liquid-Extract/product-reviews/B00O19ZP24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Finally a stevia brand I can enjoy!","Finally a stevia liquid with a taste that I can tolerate. I agree with reviews that say that less than 9 drops to a cup (of coffee or tea) is just right and more drops may impart that bitter stevia taste. The dropper makes it easy to add just the right amount. It does need to be refrigerated and I don't find that to be a problem. I'm guessing that taking it with me for a few hours will not be a problem, but SweetLeaf also makes a powder in one-serving packets that I also use. This is a company that has received over 21 awards for taste and innovation (according to their web site) and has high quality standards.","5.0 out of 5 stars","May 8, 2016","Julie A.","Natural Sweet Leaf Sweet Drops have zero calories, zero carbs and are gluten-free. Made with stevia leaf extract. For the times when you want to add natural sweetness without sugar or added flavors, Stevia Clear is the clear choice.","All Natural.
                
            
                
                    Zero Calories.
                
            
                
                    Natural, convenient and healthy sweetener.
                
            
                
                    Diabetic friendly."
"B00013YZZC","https://www.amazon.com/Sweetleaf-Stevia-Clear-Liquid-Extract/product-reviews/B00O19ZP24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Zero Glycemic Sweetener - No aftertaste","When I first tried Stevia powder back in 1997: Bleck! Had a funky aftertaste, and I vowed never to set my mouth on it again. However, after reading some of the reviews here, I decided to give it another shot - particularly now that Splenda is off my ""OK"" list, and agave is even questionable.I am thrilled to report that, like the other reviewers, I can discern NO weird aftertaste! I use this product in coffee and tea (3 drops), oatmeal (4 drops) and many other items. It's super, duper sweet, so only a few drops are necessary. This translates to about 600+ ""servings"" (according to the label), which means this bottle will last a LONG time!So glad to have found this item!","5.0 out of 5 stars","July 25, 2011","Koa","Natural Sweet Leaf Sweet Drops have zero calories, zero carbs and are gluten-free. Made with stevia leaf extract. For the times when you want to add natural sweetness without sugar or added flavors, Stevia Clear is the clear choice.","All Natural.
                
            
                
                    Zero Calories.
                
            
                
                    Natural, convenient and healthy sweetener.
                
            
                
                    Diabetic friendly."
"B00013YZZC","https://www.amazon.com/Sweetleaf-Stevia-Clear-Liquid-Extract/product-reviews/B00O19ZP24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The liquid form is easy to dissolve in my iced tea","My only substitute for sugar.  The liquid form is easy to dissolve in my iced tea.  There is no after-taste.","5.0 out of 5 stars","April 6, 2018","Nancy Rex","Natural Sweet Leaf Sweet Drops have zero calories, zero carbs and are gluten-free. Made with stevia leaf extract. For the times when you want to add natural sweetness without sugar or added flavors, Stevia Clear is the clear choice.","All Natural.
                
            
                
                    Zero Calories.
                
            
                
                    Natural, convenient and healthy sweetener.
                
            
                
                    Diabetic friendly."
"B00013YZZC","https://www.amazon.com/Sweetleaf-Stevia-Clear-Liquid-Extract/product-reviews/B00O19ZP24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","One Star","not very sweet, and I think I might be allergic to it. It makes me cough.","1.0 out of 5 stars","April 10, 2017","LeslieD","Natural Sweet Leaf Sweet Drops have zero calories, zero carbs and are gluten-free. Made with stevia leaf extract. For the times when you want to add natural sweetness without sugar or added flavors, Stevia Clear is the clear choice.","All Natural.
                
            
                
                    Zero Calories.
                
            
                
                    Natural, convenient and healthy sweetener.
                
            
                
                    Diabetic friendly."
"B00013YZZC","https://www.amazon.com/Sweetleaf-Stevia-Clear-Liquid-Extract/product-reviews/B00O19ZP24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The older it gets the worse the taste","New bottle has very slight bitter aftertaste. The older it gets the worse the taste. I threw out eventually.","2.0 out of 5 stars","September 4, 2015","McLitArtDance","Natural Sweet Leaf Sweet Drops have zero calories, zero carbs and are gluten-free. Made with stevia leaf extract. For the times when you want to add natural sweetness without sugar or added flavors, Stevia Clear is the clear choice.","All Natural.
                
            
                
                    Zero Calories.
                
            
                
                    Natural, convenient and healthy sweetener.
                
            
                
                    Diabetic friendly."
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cools right away.","This is the best gel for burns.  Trust me on this.Used it to help ease radiation burns for my FIL and the doctor wanted to know what we used as it worked better than the medicated cream they give.","5.0 out of 5 stars","November 27, 2017","Ontariomom","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","... of aloe vera products but this company carries the best one I have found","I have used a number of aloe vera products but this company carries the best one I have found.Pure and effective....I will go out of my way to make sure I have extra on hand. It is the only brand I will use now.","5.0 out of 5 stars","March 19, 2017","Amazon Customer","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Better than shaving cream","I use this for shaving my face. I have thick/coarse facial hair and this stuff works better than shaving cream and for a ton less cash.","5.0 out of 5 stars","July 26, 2018","Laurent Jacquemin","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Refillable Travel Size","Great Size for Travel and it is Refillable. We use aloe for everything from scrapes to hair gel, sore gum relief to insect bites. And this sizeIs great for taking along.","5.0 out of 5 stars","March 4, 2018","rrkelly","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Absorbs quickly","Very nice product, absorbs quickly and is not greasy.  It was recommended by my oncologist for my surgery scar and now I use it on all my scars as well as sunburns.  Great for injuries under your hair as it doesn't show or effect your hair-do.","5.0 out of 5 stars","March 7, 2019","Leslie S.","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Product!","I love this product. It makes your skin feel very soft. It's not sticky on your skin like most Aloe Vera gels and dries quickly .  I will continue buying this.","5.0 out of 5 stars","September 17, 2018","Amazon Customer","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","repeat purchase. absolutely ove this product!!!","5.0 out of 5 stars","August 24, 2018","MB Mom","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rub it anywhere, literally","This is the second one I bought and I'd say it does it's job.","5.0 out of 5 stars","August 28, 2018","James Tiberius Akino","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Works good. Thank you.","5.0 out of 5 stars","February 4, 2018","Amazon Customer","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D0A2","https://www.amazon.com/Lily-Desert-Aloe-Vera-Gelly/product-reviews/B00014D0A2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","VERYYY hydrating on face","I bought this as a primer on my face before my makeup. It's VERY hydrating and so much better than paying a bunch of money for expensive products. My face looks very dry with foundation and this helps so much","5.0 out of 5 stars","November 26, 2018","Skylynn","Effective relief from: Sunburns, minor cuts, and burns, bites, chaffing, cold sores, rash and skin irritations.","Sold Individually
                
            
                
                    Best quality product"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Well worth it!","Works.  Feel a lot better and cleaner.","5.0 out of 5 stars","January 2, 2019","Shana O'Riordan","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Will not order","Didnt work as it said it would","3.0 out of 5 stars","August 21, 2018","Michelle","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","... been taking this for years and it is the best.","I have been taking this for years and it is the best.","5.0 out of 5 stars","April 27, 2016","kelly ellison","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Five Stars","Great product.","5.0 out of 5 stars","November 10, 2017","christiana","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","amazing colon cleanser","amazing colon cleanser !","5.0 out of 5 stars","April 17, 2017","Pura Vida","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Five Stars","great as always","5.0 out of 5 stars","August 11, 2016","Marlene & Dave","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Cleanser","Best cleanser!  Using this for years.","5.0 out of 5 stars","January 16, 2019","Christine","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Cleanser","Works great but forms balls that are hard to break up. I try to take it daily. No cramping. Better in juice than water.","5.0 out of 5 stars","October 11, 2013","K. Kelly","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Excellent!","Excellent product,  works like a charm.  Excellent seller experience as well.  Delivered amazon prime as promised.","5.0 out of 5 stars","March 24, 2015","Michael A. Feliz","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D85Y","https://www.amazon.com/Sonnes-Intestinal-Cleanser-No-Ounce/product-reviews/B00014D85Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Terrific fiber supplement","An old, reliable quality product.","5.0 out of 5 stars","December 5, 2016","Amazon Customer","Put the natural cleansing power of powdered psyllium seed and husk to work for you and your body. Cleansing with a fiber supplement such as this is a great way to maintain overall health by focusing on supporting the healthy function of your GI tract, including your colon.","Helps Remove Debris Accumulations from the Colon
                
            
                
                    Powdered Plantago Ovato Blond Psyllium Seed Plus Husk
                
            
                
                    A Vegetable Product with Minute Amounts of Soy Flour and Magnesium Trisilicate"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","My eyes couldn't open using it.","I would be cautious when using this on the face. My eyes got very irritated and I couldn't open wide my eyes. Ran to washed it off after applying for 10 mins. My skin normally are not sensitive but this moisturizer did irritates it. The worst is this item is not returnable as I found out only when I try to return it. So think before you order. I ordered 2 when I see good review. I should not have trusted the rosy reviews.","1.0 out of 5 stars","September 29, 2018","NYCHGUY","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Meh.","Decent formula as far as application and duration is concerned. But it literally is the worst thing I have ever smelled in my life. I hoped I'd get used to it over time but no two weeks later and it still makes me gag every time. Had to order something else and give this away to my hippie friend.","3.0 out of 5 stars","April 9, 2019","Lynzie Marie","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Great product, a must have for cold weather, awesome to add to any moisturizer!!","Love everything!! I work with my hands a lot.  I’ve been using this on my hands as a new regiment with Castile soap regularly.  A small cut healed in 2 days!  What a difference from the $$$costly hand creams I’ve been throwing money away on.  I add a few drops of tea tree essential oil and my skin has improved drastically!  I ordered the oil as well and added it to my body wash.  Also, amazing!  Just buy !  If you make your own soap, creams perfect!!  Undiluted it works double time.","5.0 out of 5 stars","February 8, 2019","Lee","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Okay but not for me","I was using it on my face at night and didn't realize it was actually clogging my pores, badly. I ended up just using it on my feet until it was gone. I liekd the smell of it and it made my skin soft but i had no other use for it.","3.0 out of 5 stars","July 27, 2017","aycia","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","This stuff is thick!","I wasn't sure if I bought the 5,000 EU or 25,000 EU last time, so I went with the 25,000.  Right away after opening it up I could tell it was the wrong one.  It is very thick, good for a hand cream or for the winter months on arms and legs.  However, I was used to putting this on my face and this just won't do.  The feel of it after I applied it to my hands was nice though, it's not greasy at all, which it's rare to find a cream that isn't greasy.  It does have a certain vitamin smell to it, but whatever, it's not that strong.  I gave 5 stars when using this as a body moisturizing cream.  This is not something you'll want to use on your face.","5.0 out of 5 stars","February 8, 2019","Laura","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Great as a night cream","This product was recommended to me by some friends. I love that it is cruelty free, well priced, and has a mild smell. It goes on very sick but my skin does absorb it all overnight. And in the morning my skin does look plumper and softer.","4.0 out of 5 stars","March 10, 2018","Sanaz","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Love it!","I use Jason Vitamin E Creme twice a day everyday!  It has really helped my age spots and dry skin. Great under makeup not greasy at all your skin will love it.","5.0 out of 5 stars","May 17, 2016","Laura Lybrand","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","Great until.....","Mixed feelings about this product. It goes on thick but still feels light. Definitely mositerizes for the day and stays on. After about 2 weeks of using I broke out which was sooo disappointing cause I did like the product. So, if your skin isnt sensitive I'd say it's great. Otherwise beware","4.0 out of 5 stars","December 29, 2018","selajc","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
